;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
5808;Вам не кажется, что Шлярик стал… – она очень тщательно подбирала слова, – как бы это сказать… безрассуден… с тех пор, как ему приходиться безвылазно сидеть дома?;34;[{'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'шлярик'}, {'VERB': 'стать'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PRON': 'она'}, {'ADV': 'очень'}, {'ADV': 'тщательно'}, {'VERB': 'подбирать'}, {'NOUN': 'слово'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'как'}, {'AUX': 'бы'}, {'PRON': 'это'}, {'VERB': 'сказать'}, {'PUNCT': '…'}, {'VERB': 'безрассудный'}, {'PUNCT': '…'}, {'ADP': 'с'}, {'DET': 'тот'}, {'NOUN': 'пора'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PRON': 'он'}, {'VERB': 'приходиться'}, {'ADV': 'безвылазно'}, {'VERB': 'сидеть'}, {'ADV': 'дома'}, {'PUNCT': '?'}];"что; как; как";[{'SCONJ': 'что'}, {'ADV': 'как'}, {'SCONJ': 'как'}]
5834;Гермиона сказала, что Сириус стал безрассуден, из-за того что безвылазно сидит дома… …распаляют мозг, а оттого особо действенны… …если бы в «Оракуле» узнали, что Гарри улавливает чувства Вольдеморта, они сочли бы, что у него воспаление мозга… …в замешательном и задуряющем зельях… …замешательно… это уж точно…Откудаон знает, что чувствует Вольдеморт?;70;[{'PROPN': 'гермиона'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'сириус'}, {'VERB': 'стать'}, {'NOUN': 'безрассудный'}, {'PUNCT': ','}, {'ADP': 'из-за'}, {'PRON': 'тот'}, {'SCONJ': 'что'}, {'ADV': 'безвылазно'}, {'VERB': 'сидеть'}, {'ADV': 'дома'}, {'PUNCT': '…'}, {'PUNCT': '…'}, {'ADJ': 'распаляют'}, {'NOUN': 'мозг'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'оттого'}, {'ADV': 'особо'}, {'ADJ': 'действенный'}, {'PUNCT': '…'}, {'PUNCT': '…'}, {'SCONJ': 'если'}, {'AUX': 'бы'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'NOUN': 'оракул'}, {'PUNCT': '»'}, {'VERB': 'узнать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'гарри'}, {'VERB': 'улавливать'}, {'NOUN': 'чувство'}, {'PROPN': 'вольдеморт'}, {'PUNCT': ','}, {'PRON': 'они'}, {'VERB': 'счесть'}, {'AUX': 'бы'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'у'}, {'PRON': 'он'}, {'NOUN': 'воспаление'}, {'NOUN': 'мозг'}, {'PUNCT': '…'}, {'PUNCT': '…'}, {'ADP': 'в'}, {'NOUN': 'замешательный'}, {'CCONJ': 'и'}, {'ADJ': 'задурять'}, {'NOUN': 'зелье'}, {'PUNCT': '…'}, {'PUNCT': '…'}, {'VERB': 'замешательный'}, {'PUNCT': '…'}, {'PRON': 'это'}, {'PART': 'уж'}, {'ADV': 'точно'}, {'PUNCT': '…'}, {'PROPN': 'откудаон'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'чувствовать'}, {'PROPN': 'вольдеморт'}, {'PUNCT': '?'}];"что; что; что; что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}]
5862;Она повесила на стену пергамент со всеми подписями и написала сверху большими буквами:ДУМБЛЬДОРОВА АРМИЯ – Превосходно, – сказал Гарри, когда Гермиона наконец села, – может, теперь приступим?;34;[{'PRON': 'она'}, {'VERB': 'повесить'}, {'ADP': 'на'}, {'NOUN': 'стена'}, {'NOUN': 'пергамент'}, {'ADP': 'с'}, {'DET': 'весь'}, {'NOUN': 'подпись'}, {'CCONJ': 'и'}, {'VERB': 'написать'}, {'ADV': 'сверху'}, {'ADJ': 'больший'}, {'NOUN': 'буква'}, {'PUNCT': ':'}, {'PROPN': 'думбльдоров'}, {'PROPN': 'армия'}, {'PUNCT': '–'}, {'PROPN': 'превосходный'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'сказать'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PROPN': 'гермиона'}, {'ADV': 'наконец'}, {'NOUN': 'село'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'ADV': 'теперь'}, {'VERB': 'приступить'}, {'PUNCT': '?'}];когда;[{'SCONJ': 'когда'}]
5876;Как-то в коридоре слизеринцы – в том числе семиклассники, здоровенные парни, – проходя мимо, негромко спросили: «Ну что, Уизли, не забыл заказать себе койку в лазарете?;34;[{'ADV': 'как-то'}, {'ADP': 'в'}, {'NOUN': 'коридор'}, {'NOUN': 'слизеринец'}, {'PUNCT': '–'}, {'ADP': 'в'}, {'DET': 'тот'}, {'NOUN': 'число'}, {'NOUN': 'семиклассник'}, {'PUNCT': ','}, {'ADJ': 'здоровенный'}, {'NOUN': 'парень'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'проходить'}, {'ADV': 'мимо'}, {'PUNCT': ','}, {'ADV': 'негромко'}, {'VERB': 'спросить'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'уизли'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'забыть'}, {'VERB': 'заказать'}, {'PRON': 'себя'}, {'NOUN': 'койка'}, {'ADP': 'в'}, {'NOUN': 'лазарет'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
5881;Гарри вслушивался изо всех сил, хотя в ушах выл ветер, а на трибунах шумели, кричали, вопили, пели… – …обходит Уоррингтона, уворачивается от Нападалы – чуть не попалась, Алисия! – зрители ликуют, кстати, что это там поют?;49;[{'PROPN': 'гарри'}, {'VERB': 'вслушиваться'}, {'ADP': 'из'}, {'DET': 'весь'}, {'NOUN': 'сила'}, {'PUNCT': ','}, {'SCONJ': 'хотя'}, {'ADP': 'в'}, {'NOUN': 'ухо'}, {'ADJ': 'выл'}, {'NOUN': 'ветер'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADP': 'на'}, {'NOUN': 'трибуна'}, {'VERB': 'шуметь'}, {'PUNCT': ','}, {'VERB': 'кричать'}, {'PUNCT': ','}, {'NOUN': 'вопить'}, {'PUNCT': ','}, {'VERB': 'петь'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PUNCT': '…'}, {'VERB': 'обходить'}, {'PROPN': 'уоррингтон'}, {'PUNCT': ','}, {'VERB': 'уворачиваться'}, {'ADP': 'от'}, {'PROPN': 'нападалы'}, {'PUNCT': '–'}, {'ADV': 'чуть'}, {'PART': 'не'}, {'VERB': 'попасться'}, {'PUNCT': ','}, {'PROPN': 'алисия'}, {'PUNCT': '!'}, {'PUNCT': '–'}, {'NOUN': 'зритель'}, {'VERB': 'ликовать'}, {'PUNCT': ','}, {'ADV': 'кстати'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'ADV': 'там'}, {'VERB': 'петь'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6065;Гарри сдержался и не сказал того, что так и просилось на язык: неужели Ангелина не понимает, что сам он жалеет об исключении из команды в сто раз больше, чем она?;35;[{'PROPN': 'гарри'}, {'VERB': 'сдержаться'}, {'CCONJ': 'и'}, {'PART': 'не'}, {'VERB': 'сказать'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'так'}, {'PART': 'и'}, {'NOUN': 'проситься'}, {'ADP': 'на'}, {'NOUN': 'язык'}, {'PUNCT': ':'}, {'PART': 'неужели'}, {'PROPN': 'ангелина'}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADJ': 'сам'}, {'PRON': 'он'}, {'VERB': 'жалеть'}, {'ADP': 'о'}, {'NOUN': 'исключение'}, {'ADP': 'из'}, {'NOUN': 'команда'}, {'ADP': 'в'}, {'NUM': 'сто'}, {'NOUN': 'раз'}, {'NUM': 'больше'}, {'PUNCT': ','}, {'SCONJ': 'чем'}, {'PRON': 'она'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}]
6113;"Гарри переполняла паника; хотелось бежать, кричать, звать Думбльдора; пока они тут разгуливают, мистер Уизли истекает кровью, к тому же… вдруг зубы змеи (Гарри изо всех сил старался не думать «мои зубы») были ядовитыми?";45;"[{'PROPN': 'гарри'}, {'VERB': 'переполнять'}, {'NOUN': 'паника'}, {'PUNCT': ';'}, {'VERB': 'хотеться'}, {'VERB': 'бежать'}, {'PUNCT': ','}, {'VERB': 'кричать'}, {'PUNCT': ','}, {'VERB': 'звать'}, {'PROPN': 'думбльдор'}, {'PUNCT': ';'}, {'ADV': 'пока'}, {'PRON': 'они'}, {'ADV': 'тут'}, {'VERB': 'разгуливать'}, {'PUNCT': ','}, {'NOUN': 'мистер'}, {'PROPN': 'уизли'}, {'VERB': 'истекать'}, {'NOUN': 'кровь'}, {'PUNCT': ','}, {'ADP': 'к'}, {'PRON': 'тот'}, {'PART': 'же'}, {'PUNCT': '…'}, {'ADV': 'вдруг'}, {'NOUN': 'зуб'}, {'NOUN': 'змея'}, {'PUNCT': '('}, {'PROPN': 'гарри'}, {'ADP': 'из'}, {'DET': 'весь'}, {'NOUN': 'сила'}, {'VERB': 'стараться'}, {'PART': 'не'}, {'VERB': 'думать'}, {'PUNCT': '«'}, {'DET': 'мой'}, {'NOUN': 'зуб'}, {'PUNCT': '»'}, {'PUNCT': ')'}, {'AUX': 'быть'}, {'ADJ': 'ядовитый'}, {'PUNCT': '?'}]";0;0
6114;Я… я, конечно, спал… – начал Гарри и, несмотря на ужас и отчаянное желание быть понятым, слегка разозлился: почему директор смотрит не на него, а на свои переплетенные пальцы?;38;[{'PRON': 'я'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'PUNCT': ','}, {'ADV': 'конечно'}, {'PUNCT': ','}, {'VERB': 'спать'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'VERB': 'начать'}, {'PROPN': 'гарри'}, {'CCONJ': 'и'}, {'PUNCT': ','}, {'ADV': 'несмотря'}, {'ADP': 'на'}, {'NOUN': 'ужас'}, {'CCONJ': 'и'}, {'ADJ': 'отчаянный'}, {'NOUN': 'желание'}, {'AUX': 'быть'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'ADV': 'слегка'}, {'VERB': 'разозлиться'}, {'PUNCT': ':'}, {'ADV': 'почему'}, {'NOUN': 'директор'}, {'VERB': 'смотреть'}, {'PART': 'не'}, {'ADP': 'на'}, {'PRON': 'он'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADP': 'на'}, {'DET': 'свой'}, {'ADJ': 'переплести'}, {'NOUN': 'палец'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6210;А не приходило ли в твою глупую голову, несчастный ты самоуверенный задавака, что у директора школы «Хогварц» имеются очень веские основания не посвящать тебя во все свои планы?;33;[{'CCONJ': 'а'}, {'PART': 'не'}, {'VERB': 'приходить'}, {'PART': 'ли'}, {'ADP': 'в'}, {'DET': 'твой'}, {'ADJ': 'глупый'}, {'NOUN': 'голова'}, {'PUNCT': ','}, {'NOUN': 'несчастный'}, {'PRON': 'ты'}, {'ADJ': 'самоуверенный'}, {'VERB': 'задавака'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'у'}, {'NOUN': 'директор'}, {'NOUN': 'школа'}, {'PUNCT': '«'}, {'NOUN': 'хогварц'}, {'PUNCT': '»'}, {'VERB': 'иметься'}, {'ADV': 'очень'}, {'ADJ': 'веский'}, {'NOUN': 'основание'}, {'PART': 'не'}, {'VERB': 'посвящать'}, {'PRON': 'ты'}, {'ADP': 'в'}, {'DET': 'весь'}, {'DET': 'свой'}, {'NOUN': 'план'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6243;Ты хочешь сказать, – с каждым словом голос миссис Уизли становился все громче: казалось, она не замечает, как все разбегаются в страхе, – что связался с мугловой медициной?;34;[{'PRON': 'ты'}, {'VERB': 'хотеть'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'с'}, {'DET': 'каждый'}, {'NOUN': 'слово'}, {'NOUN': 'голос'}, {'NOUN': 'миссис'}, {'PROPN': 'уизли'}, {'VERB': 'становиться'}, {'PART': 'все'}, {'ADV': 'громкий'}, {'PUNCT': ':'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'PRON': 'она'}, {'PART': 'не'}, {'VERB': 'замечать'}, {'PUNCT': ','}, {'ADV': 'как'}, {'DET': 'весь'}, {'VERB': 'разбегаться'}, {'ADP': 'в'}, {'NOUN': 'страх'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'VERB': 'связаться'}, {'ADP': 'с'}, {'ADJ': 'мугловой'}, {'NOUN': 'медицина'}, {'PUNCT': '?'}];"как; что";[{'ADV': 'как'}, {'SCONJ': 'что'}]
6321;Гарри, я знаю, что ты не любишь Злея, но он прекрасный окклументор, а мы – и Сириус тоже – очень хотим, чтобы ты выучился защищать себя, поэтому занимайся как следует, ладно?;39;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'любить'}, {'PROPN': 'злея'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PRON': 'он'}, {'ADJ': 'прекрасный'}, {'NOUN': 'окклументор'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'мы'}, {'PUNCT': '–'}, {'CCONJ': 'и'}, {'PROPN': 'сириус'}, {'ADV': 'тоже'}, {'PUNCT': '–'}, {'ADV': 'очень'}, {'VERB': 'хотеть'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'ты'}, {'VERB': 'выучиться'}, {'VERB': 'защищать'}, {'PRON': 'себя'}, {'PUNCT': ','}, {'ADV': 'поэтому'}, {'VERB': 'заниматься'}, {'SCONJ': 'как'}, {'VERB': 'следовать'}, {'PUNCT': ','}, {'PART': 'ладно'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'SCONJ': 'как'}]
6365;Значит, ты думаешь, – зашептал Рон, дождавшись, пока мадам Щипц проскрипит мимо, – что оружие… та штука, за которой охотится Сам-Знаешь-Кто… она в министерстве магии?;34;[{'VERB': 'значить'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'зашептать'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'VERB': 'дождаться'}, {'PUNCT': ','}, {'SCONJ': 'пока'}, {'NOUN': 'мадам'}, {'PROPN': 'щипц'}, {'VERB': 'проскрипеть'}, {'ADV': 'мимо'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'NOUN': 'оружие'}, {'PUNCT': '…'}, {'DET': 'тот'}, {'NOUN': 'штука'}, {'PUNCT': ','}, {'ADP': 'за'}, {'PRON': 'который'}, {'VERB': 'охотиться'}, {'NOUN': 'сам-знаешь-кто'}, {'PUNCT': '…'}, {'PRON': 'она'}, {'ADP': 'в'}, {'NOUN': 'министерство'}, {'NOUN': 'магия'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6409;Гарри пошел к ней, с ужасом ощущая, какие огромные у него ноги, а уж руки…почему он раньше не замечал, до чего они дурацкие и как глупо болтаются при ходьбе?;36;[{'PROPN': 'гарри'}, {'VERB': 'пойти'}, {'ADP': 'к'}, {'PRON': 'она'}, {'PUNCT': ','}, {'ADP': 'с'}, {'NOUN': 'ужас'}, {'VERB': 'ощущать'}, {'PUNCT': ','}, {'DET': 'какой'}, {'ADJ': 'огромный'}, {'ADP': 'у'}, {'PRON': 'он'}, {'NOUN': 'нога'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PART': 'уж'}, {'NOUN': 'рука'}, {'PUNCT': '…'}, {'ADV': 'почему'}, {'PRON': 'он'}, {'ADV': 'ранний'}, {'PART': 'не'}, {'VERB': 'замечать'}, {'PUNCT': ','}, {'ADP': 'до'}, {'PRON': 'что'}, {'PRON': 'они'}, {'ADJ': 'дурацкий'}, {'CCONJ': 'и'}, {'ADV': 'как'}, {'ADV': 'глупо'}, {'VERB': 'болтаться'}, {'ADP': 'при'}, {'NOUN': 'ходьба'}, {'PUNCT': '?'}];"какой; почему; что; как";[{'DET': 'какой'}, {'ADV': 'почему'}, {'PRON': 'что'}, {'ADV': 'как'}]
6645;Он не знал, с чего и начать: как он сожалеет, что организовал Д. А. и причинил столько неприятностей, или как ему горько, что из-за него Думбльдор покидает школу?;36;[{'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PRON': 'что'}, {'PART': 'и'}, {'VERB': 'начать'}, {'PUNCT': ':'}, {'SCONJ': 'как'}, {'PRON': 'он'}, {'VERB': 'сожалеть'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'организовать'}, {'PROPN': 'д'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PUNCT': '.'}, {'CCONJ': 'и'}, {'VERB': 'причинить'}, {'NUM': 'столько'}, {'NOUN': 'неприятность'}, {'PUNCT': ','}, {'CCONJ': 'или'}, {'ADV': 'как'}, {'PRON': 'он'}, {'ADJ': 'горький'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'из-за'}, {'PRON': 'он'}, {'PROPN': 'думбльдор'}, {'VERB': 'покидать'}, {'NOUN': 'школа'}, {'PUNCT': '?'}];"что; как; что; как; что";[{'PRON': 'что'}, {'SCONJ': 'как'}, {'SCONJ': 'что'}, {'ADV': 'как'}, {'SCONJ': 'что'}]
6659;Вы ведь, пакостники, не осмелились бы бросить ни одной вонючей бомбочки, если б знали, что я могу надавать плетей, да так, что шкура сойдет, верно?;33;[{'PRON': 'вы'}, {'PART': 'ведь'}, {'PUNCT': ','}, {'NOUN': 'пакостник'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'осмелиться'}, {'AUX': 'бы'}, {'VERB': 'бросить'}, {'PART': 'ни'}, {'NUM': 'один'}, {'ADJ': 'вонючий'}, {'NOUN': 'бомбочка'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'AUX': 'б'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'VERB': 'мочь'}, {'ADJ': 'надавать'}, {'NOUN': 'плеть'}, {'PUNCT': ','}, {'CCONJ': 'да'}, {'ADV': 'так'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'шкура'}, {'VERB': 'сойти'}, {'PUNCT': ','}, {'ADV': 'верно'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}]
6759;"Что касается защиты от сил зла, то здесь ваша успеваемость в целом высока; профессор Люпин считал, что у вас…Может быть, все-таки предложить вам леденцы от кашля, Долорес?";35;"[{'PRON': 'что'}, {'VERB': 'касаться'}, {'NOUN': 'защита'}, {'ADP': 'от'}, {'NOUN': 'сила'}, {'NOUN': 'зло'}, {'PUNCT': ','}, {'SCONJ': 'то'}, {'ADV': 'здесь'}, {'DET': 'ваш'}, {'NOUN': 'успеваемость'}, {'ADP': 'в'}, {'NOUN': 'целое'}, {'ADJ': 'высокий'}, {'PUNCT': ';'}, {'NOUN': 'профессор'}, {'PROPN': 'люпин'}, {'VERB': 'считать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'у'}, {'PRON': 'вы'}, {'PUNCT': '…'}, {'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PART': 'все-таки'}, {'VERB': 'предложить'}, {'PRON': 'вы'}, {'NOUN': 'леденец'}, {'ADP': 'от'}, {'NOUN': 'кашель'}, {'PUNCT': ','}, {'PROPN': 'долорес'}, {'PUNCT': '?'}]";"что; что";[{'PRON': 'что'}, {'SCONJ': 'что'}]
6869;По-моему, – заговорил Бейн на редкость неприятным тоном и повернулся к Магориану, – мы уже решили, как поступим, если этот человек еще раз сунется в наш лес?;32;[{'ADV': 'по-моему'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'заговорить'}, {'PROPN': 'бейн'}, {'ADP': 'на'}, {'NOUN': 'редкость'}, {'ADJ': 'неприятный'}, {'NOUN': 'тон'}, {'CCONJ': 'и'}, {'VERB': 'повернуться'}, {'ADP': 'к'}, {'PROPN': 'магориан'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'мы'}, {'ADV': 'уже'}, {'VERB': 'решить'}, {'PUNCT': ','}, {'ADV': 'как'}, {'VERB': 'поступить'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'DET': 'этот'}, {'NOUN': 'человек'}, {'ADV': 'еще'}, {'NOUN': 'раз'}, {'VERB': 'сунуться'}, {'ADP': 'в'}, {'DET': 'наш'}, {'NOUN': 'лес'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
6930;Гарри просмотрел вопросы, выискивая те, на которые точно может ответить, и его глаза споткнулись на десятом: «Расскажите об обстоятельствах, вследствие которых была образована Международная конфедерация чародейства, и объясните, почему колдуны Лихтенштейна отказались в нее вступать?;44;[{'PROPN': 'гарри'}, {'VERB': 'просмотреть'}, {'NOUN': 'вопрос'}, {'PUNCT': ','}, {'VERB': 'выискивать'}, {'DET': 'тот'}, {'PUNCT': ','}, {'ADP': 'на'}, {'PRON': 'который'}, {'ADV': 'точно'}, {'VERB': 'мочь'}, {'VERB': 'ответить'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'DET': 'его'}, {'NOUN': 'глаз'}, {'VERB': 'споткнуться'}, {'ADP': 'на'}, {'NOUN': 'десятый'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'VERB': 'рассказать'}, {'ADP': 'о'}, {'NOUN': 'обстоятельство'}, {'PUNCT': ','}, {'ADP': 'вследствие'}, {'PRON': 'который'}, {'AUX': 'быть'}, {'VERB': 'образовать'}, {'ADJ': 'международный'}, {'NOUN': 'конфедерация'}, {'NOUN': 'чародейство'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'VERB': 'объяснить'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'NOUN': 'колдун'}, {'PROPN': 'лихтенштейн'}, {'VERB': 'отказаться'}, {'ADP': 'в'}, {'PRON': 'она'}, {'VERB': 'вступать'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6952;Гарри… ты сам подумай, – Гермиона шагнула к нему, – сейчас пять часов вечера… в министерстве полно народу… как Вольдеморт и Сириус смогли незаметно туда пробраться?;32;[{'PROPN': 'гарри'}, {'PUNCT': '…'}, {'PRON': 'ты'}, {'ADJ': 'сам'}, {'ADV': 'подумай'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'гермиона'}, {'VERB': 'шагнуть'}, {'ADP': 'к'}, {'PRON': 'он'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'сейчас'}, {'NUM': 'пять'}, {'NOUN': 'час'}, {'NOUN': 'вечер'}, {'PUNCT': '…'}, {'ADP': 'в'}, {'NOUN': 'министерство'}, {'ADV': 'полно'}, {'NOUN': 'народ'}, {'PUNCT': '…'}, {'SCONJ': 'как'}, {'PROPN': 'вольдеморт'}, {'CCONJ': 'и'}, {'PROPN': 'сириус'}, {'VERB': 'смочь'}, {'ADV': 'незаметно'}, {'ADV': 'туда'}, {'VERB': 'пробраться'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
6999;Ты полагаешь, – прошипела она, отгибая ему голову еще дальше – он уже смотрел в потолок, – что после двух нюхлей я позволю еще хоть одному мелкому пакостнику без спросу пролезть ко мне в кабинет?;39;[{'PRON': 'ты'}, {'VERB': 'полагать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'прошипеть'}, {'PRON': 'она'}, {'PUNCT': ','}, {'VERB': 'отгибать'}, {'PRON': 'он'}, {'NOUN': 'голова'}, {'ADV': 'еще'}, {'ADV': 'далекий'}, {'PUNCT': '–'}, {'PRON': 'он'}, {'ADV': 'уже'}, {'VERB': 'смотреть'}, {'ADP': 'в'}, {'NOUN': 'потолок'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'ADP': 'после'}, {'NUM': 'два'}, {'NOUN': 'нюхлея'}, {'PRON': 'я'}, {'VERB': 'позволить'}, {'ADV': 'еще'}, {'ADV': 'хоть'}, {'NUM': 'один'}, {'ADJ': 'мелкий'}, {'NOUN': 'пакостник'}, {'ADP': 'без'}, {'NOUN': 'спрос'}, {'NOUN': 'пролезть'}, {'ADP': 'к'}, {'PRON': 'я'}, {'ADP': 'в'}, {'NOUN': 'кабинет'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7117;На желтоватой бумажке витиеватым почерком была проставлена дата – около шестнадцати лет назад – а далее значилось:С. П. T. – А. П. В. Б. Д. Черный Лорди (?;39;[{'ADP': 'на'}, {'ADJ': 'желтоватый'}, {'NOUN': 'бумажка'}, {'ADJ': 'витиеватый'}, {'NOUN': 'почерк'}, {'AUX': 'быть'}, {'VERB': 'проставить'}, {'NOUN': 'дата'}, {'PUNCT': '–'}, {'ADP': 'около'}, {'NUM': 'шестнадцать'}, {'NOUN': 'год'}, {'ADV': 'назад'}, {'PUNCT': '–'}, {'CCONJ': 'а'}, {'ADV': 'далее'}, {'VERB': 'значиться'}, {'PUNCT': ':'}, {'PROPN': 'с'}, {'PUNCT': '.'}, {'PROPN': 'п'}, {'PUNCT': '.'}, {'PROPN': 't'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'PROPN': 'а'}, {'PUNCT': '.'}, {'PROPN': 'п'}, {'PUNCT': '.'}, {'PROPN': 'в'}, {'PUNCT': '.'}, {'PROPN': 'б'}, {'PUNCT': '.'}, {'PROPN': 'д'}, {'PUNCT': '.'}, {'ADJ': 'черный'}, {'PROPN': 'лорди'}, {'PUNCT': '('}, {'PUNCT': '?'}];0;0
7260;То есть, – произнес Гарри, как будто извлекая слова из пучины отчаяния, – это значит, что… один из нас в конце концов… должен убить другого?;32;[{'PRON': 'тот'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'произнести'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'ADV': 'как'}, {'PART': 'будто'}, {'VERB': 'извлекать'}, {'NOUN': 'слово'}, {'ADP': 'из'}, {'ADJ': 'пучина'}, {'NOUN': 'отчаяние'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PART': 'это'}, {'VERB': 'значить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PUNCT': '…'}, {'NUM': 'один'}, {'ADP': 'из'}, {'PRON': 'мы'}, {'ADP': 'в'}, {'NOUN': 'конец'}, {'NOUN': 'конец'}, {'PUNCT': '…'}, {'ADJ': 'должный'}, {'VERB': 'убить'}, {'ADJ': 'другой'}, {'PUNCT': '?'}];"как; что";[{'ADV': 'как'}, {'SCONJ': 'что'}]
