;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
8575;Что это может быть?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8582;А теперь, если вы соблаговолите открыть учебники на странице… в чем дело, мистер Финниган?;18;[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'вы'}, {'VERB': 'соблаговолить'}, {'VERB': 'открыть'}, {'NOUN': 'учебник'}, {'ADP': 'на'}, {'NOUN': 'страница'}, {'PUNCT': '…'}, {'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': ','}, {'NOUN': 'мистер'}, {'PROPN': 'финниган'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8600;Что ты тут делаешь?;5;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADV': 'тут'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8613;Вам не кажется, что она была… ну, знаете… влюблена в Сириуса?;16;[{'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'она'}, {'AUX': 'быть'}, {'PUNCT': '…'}, {'PART': 'ну'}, {'PUNCT': ','}, {'VERB': 'знать'}, {'PUNCT': '…'}, {'ADJ': 'влюбить'}, {'ADP': 'в'}, {'PROPN': 'сириус'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8614;С чего ты взял?;5;[{'ADP': 'с'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'взять'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8624;Для чего?;3;[{'ADP': 'для'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8625;Что может быть важнее этого воспоминания?;7;[{'PRON': 'что'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'ADJ': 'важнее'}, {'PRON': 'это'}, {'NOUN': 'воспоминание'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8638;А что за аромат?;5;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'аромат'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8643;Так что, Гарри, будешь принимать фортуну фортунату?;10;[{'ADV': 'так'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'VERB': 'принимать'}, {'NOUN': 'фортуна'}, {'NOUN': 'фортунат'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8644;О чем ты?;4;[{'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8648;Что хорошо?;3;[{'PRON': 'что'}, {'ADJ': 'хороший'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8650;Я чувствую, что сегодня должен быть именно там, понимаете?;12;[{'PRON': 'я'}, {'VERB': 'чувствовать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'сегодня'}, {'ADJ': 'должный'}, {'AUX': 'быть'}, {'PART': 'именно'}, {'ADV': 'там'}, {'PUNCT': ','}, {'VERB': 'понимать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8653;Что это вы тутс ней?;6;[{'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'вы'}, {'VERB': 'тутс'}, {'PRON': 'она'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8680;Боитесь, что он узнает о вашем участии?;9;[{'VERB': 'бояться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'узнавать'}, {'ADP': 'о'}, {'DET': 'ваш'}, {'NOUN': 'участие'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8685;В честь чего столь поздний, хотя и приятный визит?;11;[{'ADP': 'в'}, {'NOUN': 'честь'}, {'PRON': 'что'}, {'ADV': 'столь'}, {'ADJ': 'поздний'}, {'PUNCT': ','}, {'SCONJ': 'хотя'}, {'PART': 'и'}, {'ADJ': 'приятный'}, {'NOUN': 'визит'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8686;Сэр, а правда, что профессор Потешанс уходит на пенсию?;12;[{'PROPN': 'сэр'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'правда'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'профессор'}, {'PROPN': 'потешанс'}, {'VERB': 'уходить'}, {'ADP': 'на'}, {'NOUN': 'пенсия'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8696;Я что, похож на человека, который пробовал этим заниматься?;12;[{'PRON': 'я'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'ADJ': 'похожий'}, {'ADP': 'на'}, {'NOUN': 'человек'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'пробовать'}, {'PRON': 'это'}, {'VERB': 'заниматься'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8720;Которые могут быть чем угодно?;6;[{'PRON': 'который'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'PRON': 'что'}, {'ADV': 'угодно'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8724;Вы представляете, что это может быть?;8;[{'PRON': 'вы'}, {'VERB': 'представлять'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8742;Думаешь, все, что хранится в Зале Пророчеств, обязательно исполняется?;13;[{'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'храниться'}, {'ADP': 'в'}, {'PROPN': 'зал'}, {'PROPN': 'пророчество'}, {'PUNCT': ','}, {'ADV': 'обязательно'}, {'VERB': 'исполняться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8751;Что бы ты тогда чувствовал к Вольдеморту?;8;[{'PRON': 'что'}, {'AUX': 'бы'}, {'PRON': 'ты'}, {'ADV': 'тогда'}, {'VERB': 'чувствовать'}, {'ADP': 'к'}, {'PROPN': 'вольдеморт'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8752;Ну… ты ведь рад, что все кончилось?;10;[{'PART': 'ну'}, {'PUNCT': '…'}, {'PRON': 'ты'}, {'PART': 'ведь'}, {'ADJ': 'рад'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'весь'}, {'VERB': 'кончиться'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8753;С чего это вдруг?;5;[{'ADP': 'с'}, {'PRON': 'что'}, {'PRON': 'это'}, {'ADV': 'вдруг'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8767;Расскажет ли он Дивангарду – тут у Гарри скрутило живот, – чему Гарри обязан поразительными успехами в зельеделии?;20;[{'VERB': 'рассказать'}, {'PART': 'ли'}, {'PRON': 'он'}, {'PROPN': 'дивангард'}, {'PUNCT': '–'}, {'ADV': 'тут'}, {'ADP': 'у'}, {'PROPN': 'гарри'}, {'VERB': 'скрутить'}, {'NOUN': 'живот'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'что'}, {'PROPN': 'гарри'}, {'ADJ': 'обязанный'}, {'ADJ': 'поразительный'}, {'NOUN': 'успех'}, {'ADP': 'в'}, {'NOUN': 'зельеделий'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8771;Это что,кровь?;5;[{'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': ','}, {'NOUN': 'кровь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8778;Знаешь, что я думаю, Поттер?;8;[{'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'я'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8779;Что скажешь, Поттер?;5;[{'PRON': 'что'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8784;И что ты ответила?;5;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'ответить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8785;Ну а у Рона что?;6;[{'PART': 'ну'}, {'CCONJ': 'а'}, {'ADP': 'у'}, {'PROPN': 'рон'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8788;О чем?;3;[{'ADP': 'о'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8790;И что?;3;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8796;Ты-то, надеюсь, не считаешь меня придурком за то, что я хочу вернуть учебник?;17;[{'PROPN': 'ты-то'}, {'PUNCT': ','}, {'VERB': 'надеяться'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'считать'}, {'PRON': 'я'}, {'NOUN': 'придурок'}, {'ADP': 'за'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'я'}, {'VERB': 'хотеть'}, {'VERB': 'вернуть'}, {'NOUN': 'учебник'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8799;Ты же не думаешь… что он нашел?;9;[{'PRON': 'ты'}, {'PART': 'же'}, {'PART': 'не'}, {'VERB': 'думать'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'найти'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8800;Что произошло, профессор?;5;[{'PRON': 'что'}, {'VERB': 'произойти'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8801;Профессор, вы что, пытались проникнуть в Кстати-комнату?;10;[{'PROPN': 'профессор'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'пытаться'}, {'VERB': 'проникнуть'}, {'ADP': 'в'}, {'PROPN': 'кстати-комната'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8803;А что случилось?;4;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8810;Что он говорил?;4;[{'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8811;Что говорил?;3;[{'PRON': 'что'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8820;И вы не видели, что к тому идет?;10;[{'CCONJ': 'и'}, {'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'видеть'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'к'}, {'PRON': 'тот'}, {'VERB': 'идти'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8822;Знаешь, что я отвечаю таким людям, Гарри?;10;[{'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'я'}, {'VERB': 'отвечать'}, {'DET': 'такой'}, {'NOUN': 'человек'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8836;Что с тобой случилось?;5;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8837;Что тебя огорчило?;4;[{'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'огорчить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8841;Вы не заметили, профессор, что люди, которых Злей ненавидит, почему-то обязательно умирают?;17;[{'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'заметить'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'человек'}, {'PUNCT': ','}, {'PRON': 'который'}, {'PROPN': 'злеть'}, {'VERB': 'ненавидеть'}, {'PUNCT': ','}, {'ADV': 'почему-то'}, {'ADV': 'обязательно'}, {'VERB': 'умирать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8845;В чем конкретно ты их подозреваешь?;7;[{'ADP': 'в'}, {'PRON': 'что'}, {'ADV': 'конкретно'}, {'PRON': 'ты'}, {'PRON': 'они'}, {'VERB': 'подозревать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8846;Ты полагаешь, что во время моих отлучек я оставляю школу без присмотра?;14;[{'PRON': 'ты'}, {'VERB': 'полагать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'время'}, {'DET': 'мой'}, {'NOUN': 'отлучка'}, {'PRON': 'я'}, {'VERB': 'оставлять'}, {'NOUN': 'школа'}, {'ADP': 'без'}, {'NOUN': 'присмотр'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8853;Чего хотел Думбльдор?;4;[{'PRON': 'что'}, {'VERB': 'хотеть'}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8863;Что скажешь?;3;[{'PRON': 'что'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8869;Что, профессор?;4;[{'PRON': 'что'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8873;Он не знал, что хотел сказать, – моложе, крепче?;13;[{'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'хотеть'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'моложе'}, {'PUNCT': ','}, {'ADJ': 'крепче'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8878;Что это было?;4;[{'PRON': 'что'}, {'PRON': 'это'}, {'AUX': 'быть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8896;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8902;Что это – очередной пример безумного стремления Думбльдора во всем и вся видеть только хорошее?;16;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '–'}, {'ADJ': 'очередной'}, {'NOUN': 'пример'}, {'ADJ': 'безумный'}, {'NOUN': 'стремление'}, {'PROPN': 'думбльдор'}, {'ADP': 'в'}, {'PRON': 'весь'}, {'CCONJ': 'и'}, {'DET': 'весь'}, {'VERB': 'видеть'}, {'PART': 'только'}, {'ADJ': 'хороший'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8906;Но что, если?;5;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8908;Я предупреждал, что путешествие может быть опасным, верно?;11;[{'PRON': 'я'}, {'VERB': 'предупреждать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'путешествие'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'ADJ': 'опасный'}, {'PUNCT': ','}, {'ADJ': 'верный'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8910;Раз и навсегда, Гарри: ты даешь слово сделать все, что в твоих силах, чтобы я допил зелье?;22;[{'NOUN': 'раз'}, {'CCONJ': 'и'}, {'ADV': 'навсегда'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ':'}, {'PRON': 'ты'}, {'VERB': 'давать'}, {'NOUN': 'слово'}, {'VERB': 'сделать'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADP': 'в'}, {'DET': 'твой'}, {'NOUN': 'сила'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'я'}, {'VERB': 'допить'}, {'NOUN': 'зелье'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8920;Что это с Альбусом?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'с'}, {'PROPN': 'альбус'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8922;Ты что, не понимаешь?;6;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8924;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8925;Росмерта, что случилось?;5;[{'PROPN': 'росмерот'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8933;Значит ли это, что убийство произошло там?;9;[{'VERB': 'значить'}, {'PART': 'ли'}, {'PRON': 'это'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'убийство'}, {'VERB': 'произойти'}, {'ADV': 'там'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8934;Что это значит?;4;[{'PRON': 'что'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8945;Но чего?;3;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8948;Очень умно… я делаю вывод, что к нему есть пара?;13;[{'ADV': 'очень'}, {'ADV': 'умно'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'VERB': 'делать'}, {'NOUN': 'вывод'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'к'}, {'PRON': 'он'}, {'VERB': 'быть'}, {'NOUN': 'пара'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8949;Между тем временами, – продолжал Думбльдор, – тебе казалось, что починить исчезант не удастся?;18;[{'ADP': 'между'}, {'PRON': 'тот'}, {'NOUN': 'время'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'продолжать'}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'починить'}, {'NOUN': 'исчезант'}, {'PART': 'не'}, {'VERB': 'удаться'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8950;Что ж вы меня не остановили?;7;[{'PRON': 'что'}, {'PART': 'ж'}, {'PRON': 'вы'}, {'PRON': 'я'}, {'PART': 'не'}, {'VERB': 'остановить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8951;«Что ты творишь?;5;[{'PUNCT': '«'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'творить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8960;Однако… из твоих слов следует, что убийства не было?;12;[{'ADV': 'однако'}, {'PUNCT': '…'}, {'ADP': 'из'}, {'DET': 'твой'}, {'NOUN': 'слово'}, {'VERB': 'следовать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'убийство'}, {'PART': 'не'}, {'VERB': 'быть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8969;Весьма необычно… настолько вошел во вкус, что одного раза в месяц уже недостаточно?;16;[{'ADV': 'весьма'}, {'ADJ': 'необычный'}, {'PUNCT': '…'}, {'ADV': 'настолько'}, {'VERB': 'войти'}, {'ADP': 'в'}, {'NOUN': 'вкус'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NUM': 'один'}, {'NOUN': 'раз'}, {'ADP': 'в'}, {'NOUN': 'месяц'}, {'ADV': 'уже'}, {'ADV': 'недостаточно'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8970;Что, Думбльдор, я тебя шокировал?;8;[{'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PRON': 'ты'}, {'VERB': 'шокировать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8972;Гляньте-ка на него… что с тобой, Думби?;10;[{'PROPN': 'гляньте-ка'}, {'ADP': 'на'}, {'PRON': 'он'}, {'PUNCT': '…'}, {'SCONJ': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PROPN': 'думби'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
8980;Вы что, забыли приказ?;6;[{'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'забыть'}, {'NOUN': 'приказ'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8987;Но чего там случилось, Гарри?;7;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'ADV': 'там'}, {'VERB': 'случиться'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8990;Ловить, что ли?;5;[{'VERB': 'ловить'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PART': 'ли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8994;Ты про что?;4;[{'PRON': 'ты'}, {'ADP': 'про'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8996;Чего Думбльдора?;3;[{'PRON': 'что'}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8998;Чего они там высматривают?;5;[{'PRON': 'что'}, {'PRON': 'они'}, {'ADV': 'там'}, {'ADJ': 'высматривать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
8999;Чего это там в траве?;6;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADV': 'там'}, {'ADP': 'в'}, {'NOUN': 'трава'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9003;Р. А. Б. Что это?;9;[{'PROPN': 'р'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PUNCT': '.'}, {'PROPN': 'б'}, {'PUNCT': '.'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9012;Что произошло?;3;[{'PRON': 'что'}, {'VERB': 'произойти'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9014;Гарри, что произошло?;5;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'произойти'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9016;Что Злей жалеет о Джеймсе?;6;[{'SCONJ': 'что'}, {'PROPN': 'злеть'}, {'VERB': 'жалеть'}, {'ADP': 'о'}, {'PROPN': 'джеймс'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
9025;Что будет с ним дальше?;6;[{'PRON': 'что'}, {'AUX': 'быть'}, {'ADP': 'с'}, {'PRON': 'он'}, {'ADV': 'далекий'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9028;Что это значит?;4;[{'PRON': 'что'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9029;Что будет с Биллом?;5;[{'PRON': 'что'}, {'AUX': 'быть'}, {'ADP': 'с'}, {'PROPN': 'билл'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9031;Он что, действительно?;5;[{'PRON': 'он'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'ADV': 'действительно'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
9033;Что значьит «собьигался»?;6;[{'SCONJ': 'что'}, {'ADJ': 'значьит'}, {'PUNCT': '«'}, {'NOUN': 'собьигаться'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
9052;Все, что произошло на черном озере, казалось забытым ночным кошмаром – неужели это действительно было, да еще совсем недавно?;23;[{'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'произойти'}, {'ADP': 'на'}, {'ADJ': 'черный'}, {'NOUN': 'озеро'}, {'PUNCT': ','}, {'ADV': 'казалось'}, {'VERB': 'забыть'}, {'ADJ': 'ночной'}, {'NOUN': 'кошмар'}, {'PUNCT': '–'}, {'PART': 'неужели'}, {'PRON': 'это'}, {'ADV': 'действительно'}, {'AUX': 'быть'}, {'PUNCT': ','}, {'CCONJ': 'да'}, {'ADV': 'еще'}, {'ADV': 'совсем'}, {'ADV': 'недавно'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9059;И что же?;4;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PART': 'же'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9066;Да что это с ним сегодня?;7;[{'CCONJ': 'да'}, {'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'с'}, {'PRON': 'он'}, {'ADV': 'сегодня'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9072;Чего вы хотите?;4;[{'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'хотеть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9073;Чего вы хотите?;4;[{'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'хотеть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9077;Чего хотел Скримджер?;4;[{'PRON': 'что'}, {'VERB': 'хотеть'}, {'PROPN': 'скримджер'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9081;Что ты собираешься делать?;5;[{'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'собираться'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9093;Что скажешь, Гнусли?;5;[{'PRON': 'что'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PROPN': 'гнусли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9098;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9103;Чем тебя не устраивает мое присутствие в твоем доме?;10;[{'PRON': 'что'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'устраивать'}, {'DET': 'мой'}, {'NOUN': 'присутствие'}, {'ADP': 'в'}, {'DET': 'твой'}, {'NOUN': 'дом'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9106;Что, даже в сравнении с радостным событием в вашей семье, которое, я слышал, имело место на этой неделе?;23;[{'PRON': 'что'}, {'PUNCT': ','}, {'PART': 'даже'}, {'ADP': 'в'}, {'NOUN': 'сравнение'}, {'ADP': 'с'}, {'ADJ': 'радостный'}, {'NOUN': 'событие'}, {'ADP': 'в'}, {'DET': 'ваш'}, {'NOUN': 'семья'}, {'PUNCT': ','}, {'PRON': 'который'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'слышать'}, {'PUNCT': ','}, {'VERB': 'иметь'}, {'NOUN': 'место'}, {'ADP': 'на'}, {'DET': 'этот'}, {'NOUN': 'неделя'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9108;А ты что скажешь, Драко?;7;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PROPN': 'драко'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
9112;Что за?;3;[{'PRON': 'что'}, {'ADP': 'за'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
